Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Observation Details,Checklist Comments,ML Catalog Numbers
S237084412,Canada Goose,Branta canadensis,342,X,US-MD,Montgomery,L11140089,"Rio Park, Gaithersburg",39.1168491,-77.1972698,2025-05-12,06:07 PM,eBird - Traveling Count,12,1,.113,,1,,About 50
S247845111,Canada Goose,Branta canadensis,342,X,US-MD,Montgomery,L11140089,"Rio Park, Gaithersburg",39.1168491,-77.1972698,2025-06-07,04:51 PM,eBird - Traveling Count,37,1,.285,,1,,Too many to count
S269564870,Canada Goose,Branta canadensis,342,64,US-MD,Montgomery,L11140089,"Rio Park, Gaithersburg",39.1168491,-77.1972698,2025-08-25,06:56 PM,eBird - Traveling Count,56,1,.389,,1
S276159653,Canada Goose,Branta canadensis,342,X,US-MD,Montgomery,L11140089,"Rio Park, Gaithersburg",39.1168491,-77.1972698,2025-09-28,11:11 AM,eBird - Traveling Count,206,1,8.384,,1
S291250550,Canada Goose,Branta canadensis,342,43,US-MD,Montgomery,L11140089,"Rio Park, Gaithersburg",39.1168491,-77.1972698,2025-12-30,04:10 PM,eBird - Stationary Count,15,1,,,2
S291915273,Canada Goose,Branta canadensis,342,70,US-MD,Montgomery,L11140089,"Rio Park, Gaithersburg",39.1168491,-77.1972698,2026-01-02,01:10 PM,eBird - Traveling Count,9,1,.207,,2,,Exact count. No cackling geese.
S288758503,Canada Goose,Branta canadensis,342,9,US-MD,Montgomery,L53737414,Royce Hanson Conservation Park at Broad Run,39.1324176,-77.4573434,2025-12-15,04:21 PM,eBird - Traveling Count,12,1,.433,,1
S230664462,Canada Goose,Branta canadensis,342,4,US-MD,Montgomery,L41905651,"Seneca Greenway Trail, Gaithersburg, Maryland, US (39.167, -77.229)",39.1672893,-77.2288242,2025-04-28,06:28 PM,eBird - Traveling Count,80,1,2.317,,1
S177875501,Canada Goose,Branta canadensis,342,24,US-MD,Montgomery,L32507644,"Shady Grove Metro Station, Rockville, Maryland, US (39.121, -77.163)",39.1212152,-77.1634004,2024-05-28,05:41 PM,eBird - Traveling Count,8,1,.12,,1,,8 juvenile
S241509048,Canada Goose,Branta canadensis,342,4,US-MD,Montgomery,L32507644,"Shady Grove Metro Station, Rockville, Maryland, US (39.121, -77.163)",39.1212152,-77.1634004,2025-05-23,09:18 AM,eBird - Traveling Count,2,1,.173,,1
S251200103,Canada Goose,Branta canadensis,342,6,US-MD,Montgomery,L32507644,"Shady Grove Metro Station, Rockville, Maryland, US (39.121, -77.163)",39.1212152,-77.1634004,2025-06-16,06:54 PM,eBird - Casual Observation,,0,,,1
S253804122,Canada Goose,Branta canadensis,342,39,US-MD,Montgomery,L32507644,"Shady Grove Metro Station, Rockville, Maryland, US (39.121, -77.163)",39.1212152,-77.1634004,2025-06-24,05:50 PM,eBird - Stationary Count,2,0,,,1
